3159,東証1部,丸善ＣＨＩホールディングス(株)
3160,東証2部,(株)大光
3161,東証2部,アゼアス(株)
3165,東証JQS,(株)フーマイスターエレクトロニクス
3166,東証2部,ＯＣＨＩホールディングス(株)
3167,東証1部,(株)ＴＯＫＡＩホールディングス
3168,東証2部,(株)クロタニコーポレーション
3169,マザーズ,(株)ミサワ
3170,東証JQS,(株)アイセイ薬局
3171,東証JQS,マックスバリュ九州(株)
3172,東証JQS,ティーライフ(株)
3173,東証JQS,大阪工機(株)
3174,東証JQS,(株)ハピネス・アンド・ディ
3175,東証1部,(株)エー・ピーカンパニー
3176,東証1部,三洋貿易(株)
3177,東証JQS,(株)ありがとうサービス
3178,東証1部,チムニー(株)
3179,マザーズ,シュッピン(株)
3180,マザーズ,(株)ビューティガレージ
3181,東証JQS,(株)買取王国
3182,マザーズ,オイシックス(株)
3183,東証2部,ウイン・パートナーズ(株)
3184,東証2部,ＩＣＤＡホールディングス(株)
3185,マザーズ,夢展望(株)
3186,マザーズ,(株)ネクステージ
3187,マザーズ,(株)サンワカンパニー
3189,東証JQS,(株)ＡＮＡＰ
3190,東証JQS,(株)ホットマン
3191,東証1部,(株)ジョイフル本田
3192,東証JQS,(株)白鳩
3201,東証1部,ニッケ
3202,東証1部,大東紡織(株)
3204,東証1部,(株)トーア紡コーポレーション
3205,東証1部,(株)ダイドーリミテッド
3209,東証2部,カネヨウ(株)
3225,東証1部,東京建物不動産販売(株)
3228,東証1部,(株)三栄建築設計
3230,東証JQS,スター・マイカ(株)
